Loại hình nhà ở,Diện tích,Mặt tiền,Mức giá,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
Chung cư,75 m²,,"3,2 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,50 m²,,"1,3 tỷ",,2 phòng,2 phòng,Đang chờ sổ,Đầy đủ,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Sài Gòn Intela, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,82 m²,,"3,4 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Nam,Đông,,30/10/2023,06/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,56 m²,,Thỏa thuận,,2 phòng,1 phòng,,,,,,30/10/2023,29/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,76 m²,,"3,75 tỷ",,3 phòng,2 phòng,,,,,,30/10/2023,29/11/2023,Tin thường,"Dự án Sài Gòn Mia, Đường Số 9A, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,55 m²,,"1,47 tỷ",,2 phòng,2 phòng,Đang chờ sổ,Đầy đủ,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Sài Gòn Intela, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,60 m²,,"2,88 tỷ",,2 phòng,1 phòng,Hợp đồng mua bán,Cơ bản,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,72 m²,,"2,8 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,56 m²,,"2,15 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,65 m²,,"1,9 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Lovera Vista, Đường Số 19, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,72 m²,,"2,85 tỷ",,2 phòng,2 phòng,Sổ hồng,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,86 m²,,"3,4 tỷ",,3 phòng,2 phòng,,"Sàn gỗ, khóa từ, video call.",,,,30/10/2023,09/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,127 m²,,"2,8 tỷ",,3 phòng,2 phòng,Sổ hồng.,"2 máy nước nóng, tủ bếp gỗ, rèm cửa, hệ thống ga trung tâm. Hệ thống WC Italy cao cấp, Bay Window. Tặng full nội thất.",Tây - Bắc,Đông - Bắc,,30/10/2023,09/11/2023,Tin thường,"Dự án Terra Rosa, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,127 m²,,"2,35 tỷ",,3 phòng,2 phòng,Sổ hồng.,"Tặng full nội thất: 1 bộ bàn ăn, 3 giường, sofa, 3 tủ quần áo, tủ rượu, kệ, bếp, rèm. 2 máy nước nóng, tủ lạnh máy giặt, 1 sofa, 3 tủ quần áo, tivi, tủ giày dép...",Tây - Bắc,Đông - Bắc,,30/10/2023,09/11/2023,Tin thường,"Dự án Terra Rosa, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,138 m²,,"2,8 tỷ",,3 phòng,3 phòng,Sổ hồng,Full nội thất.,Đông - Nam,Đông - Bắc,,30/10/2023,09/11/2023,Tin thường,"Dự án Terra Rosa, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,72 m²,,"2,9 tỷ",,2 phòng,2 phòng,Sổ hồng,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,57 m²,,"1,55 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,Đông - Bắc,,30/10/2023,09/11/2023,Tin thường,"Dự án Conic Garden, Bình Chánh, Hồ Chí Minh"
Chung cư,100 m²,,"3,4 tỷ",,3 phòng,2 phòng,Có sổ hồng riêng sở hữu vĩnh viễn.,Tặng nội thất.,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Hoàng Tháp Plaza, Đường 9A, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,69 m²,,"2,68 tỷ",,2 phòng,2 phòng,Đang chờ sổ,Nội thất đầy đủ,Đông,Tây - Bắc,,30/10/2023,09/11/2023,Tin thường,"Dự án Căn hộ Terra Mia, Đường Số 2, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,68 m²,,"1,53 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,30/10/2023,14/11/2023,Tin thường,"Dự án Conic Đình Khiêm, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,"71,8 m²",,"1,78 tỷ",,2 phòng,1 phòng,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Skyway Residence, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,67 m²,,"3,25 tỷ",,2 phòng,2 phòng,Đang chờ sổ,Cơ bản,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,76 m²,,"2,88 tỷ",,2 phòng,2 phòng,,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Mizuki Park, Đường Số 1, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,79 m²,,"2,5 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Đông,Đông,,29/10/2023,08/11/2023,Tin thường,"Dự án Lovera Vista, Đường Số 19, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,67 m²,,"1,7 tỷ",,2 phòng,1 phòng,,,,,,29/10/2023,28/11/2023,Tin thường,"Dự án Happy City, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,67 m²,,"1,37 tỷ",,2 phòng,1 phòng,Đang chờ sổ,Đầy đủ,Nam,Bắc,,29/10/2023,08/11/2023,Tin thường,"Dự án Happy City, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,56 m²,,"2,2 tỷ",,2 phòng,1 phòng,,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,59 m²,,"2,09 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán.,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Westgate, Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh"
Chung cư,52 m²,,"1,68 tỷ",,1 phòng,1 phòng,Sổ hồng,Cơ bản cdt,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Lovera Vista, Đường Số 19, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,55 m²,,"1,4 tỷ",,2 phòng,2 phòng,,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Sài Gòn Intela, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,60 m²,,"3,14 tỷ",,2 phòng,1 phòng,,,,,,29/10/2023,08/11/2023,Tin thường,"Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,"52,2 m²",,"1,7 tỷ",,1 phòng,1 phòng,,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Lovera Vista, Đường Trịnh Quang Nghị, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,56 m²,,"2,1 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,56 m²,,"2,28 tỷ",,2 phòng,1 phòng,Đã có sổ,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,92 m²,,"4,1 tỷ",,3 phòng,2 phòng,,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,56 m²,,"2,35 tỷ",,2 phòng,1 phòng,Sổ hồng,Hoàn thiện,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,50 m²,,"1,3 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Đông - Nam,Đông - Nam,,29/10/2023,08/11/2023,Tin thường,"Dự án Sài Gòn Intela, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,64 m²,,"1,95 tỷ",,2 phòng,2 phòng,Sổ đỏ.,,Đông - Nam,,,29/10/2023,08/11/2023,Tin thường,"Dự án Lovera Vista, Đường Trịnh Quang Nghị, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,"82,8 m²",,"2,45 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Lovera Vista, Đường Trịnh Quang Nghị, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,59 m²,,"1,99 tỷ",,2 phòng,2 phòng,Đang chờ sổ,Cơ bản,Nam,Bắc,,27/10/2023,06/11/2023,Tin thường,"Dự án Westgate, Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh"
Chung cư,59 m²,,"1,99 tỷ",,2 phòng,2 phòng,,,Bắc,Nam,,28/10/2023,07/11/2023,Tin thường,"Dự án Westgate, Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh"
Chung cư,59 m²,,"1,95 tỷ",,2 phòng,2 phòng,Đang chờ sổ,Cơ bản,Bắc,Nam,,28/10/2023,12/11/2023,Tin thường,"Dự án Westgate, Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh"
Chung cư,85 m²,,"4,27 tỷ",,2 phòng,2 phòng,,Cao cấp,Đông - Bắc,,,29/10/2023,08/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,86 m²,,4 tỷ,,2 phòng,2 phòng,Hợp đồng mua bán,"Hoàn thiện nội thất đẹp, sàn gỗ full nhà, bếp hồng ngoại, máy hút khói, tủ bếp trên, tủ bếp dưới. Thiết bị vệ sinh đầy đủ. Ngăn sẵn 2 phòng.",,,,29/10/2023,08/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,56 m²,,"2,13 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,78 m²,,"3,4 tỷ",,2 phòng,1 phòng,,"Hoàn thiện cơ bản , bếp và thiết bị vệ sinh đầy đủ",,,,29/10/2023,08/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,127 m²,,"2,4 tỷ",,3 phòng,2 phòng,,Nội thất đầy đủ.,Đông - Nam,Đông - Bắc,,28/10/2023,07/11/2023,Tin thường,"Dự án Terra Rosa, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,127 m²,,"2,3 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Đông - Bắc,,28/10/2023,07/11/2023,Tin thường,"Dự án Terra Rosa, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,55 m²,,950 triệu,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,,,,28/10/2023,07/11/2023,Tin thường,"Dự án HQC Plaza, Đường Nguyễn Văn Linh, Xã An Phú Tây, Bình Chánh, Hồ Chí Minh"
Chung cư,54 m²,,950 triệu,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Đông,,,28/10/2023,07/11/2023,Tin thường,"Dự án HQC Plaza, Đường Nguyễn Văn Linh, Xã An Phú Tây, Bình Chánh, Hồ Chí Minh"
Chung cư,"52,62 m²",,"1,6 tỷ",,1 phòng,1 phòng,Hợp đồng mua bán.,Cơ bản.,Đông - Nam,Đông - Nam,,28/10/2023,12/11/2023,Tin thường,"Dự án Calla Garden, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,"59,9 m²",,"2,15 tỷ",,2 phòng,,Sổ hồng vĩnh viễn từng căn.,"Bàn giao nội thất hoàn thiện cơ bản: Sàn gỗ phòng ngủ, kệ bếp, thiết bị vệ sinh hoàn thiện có vách tắm đứng, trần thạch cao tất cả các phòng.",,,,25/10/2023,04/11/2023,Tin thường,"Dự án Căn hộ Terra Mia, Đường Phạm Hùng, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,76 m²,,"1,65 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,28/10/2023,12/11/2023,Tin thường,"Dự án Conic Đình Khiêm, Bình Chánh, Hồ Chí Minh"
Chung cư,68 m²,,"1,93 tỷ",,2 phòng,2 phòng,,,,,,28/10/2023,07/11/2023,Tin thường,"Dự án Greenlife 13C, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,60 m²,,"1,57 tỷ",,2 phòng,1 phòng,,Đầy đủ,,,,28/10/2023,07/11/2023,Tin thường,"Dự án Conic Garden, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,51 m²,,"1,5 tỷ",,1 phòng,1 phòng,,"Nội thất hoàn thiện, bếp từ, tủ bếp, tủ tivi, salon, máy giặt.",,,,28/10/2023,07/11/2023,Tin thường,"Dự án 6B Intresco, Đường Phạm Hùng, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,74 m²,,"2,8 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,52 m²,,"1,7 tỷ",,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,Đông - Nam,Tây - Bắc,,28/10/2023,07/11/2023,Tin thường,"Dự án Lovera Vista, Đường Trịnh Quang Nghị, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,82 m²,,"2,4 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,28/10/2023,07/11/2023,Tin thường,"Dự án Lovera Vista, Đường Số 19, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,78 m²,,"3,6 tỷ",,2 phòng,2 phòng,Đang chờ sổ,Cơ bản,,Tây - Nam,,10/10/2023,09/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,73 m²,,"2,58 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,"Cơ bản chủ đầu tư, 2 máy nóng lạnh",Đông - Nam,Tây - Bắc,,27/10/2023,06/11/2023,Tin thường,"Dự án Căn hộ Terra Mia, Đường Phạm Hùng, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,59 m²,,"2,8 tỷ",,2 phòng,2 phòng,Đang chờ sổ,Cơ bản,Đông - Nam,,,27/10/2023,06/11/2023,Tin thường,"Dự án Westgate, Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh"
Chung cư,70 m²,,"2,69 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,,,27/10/2023,26/11/2023,Tin thường,"Dự án Westgate, Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh"
Chung cư,100 m²,,3 tỷ,,2 phòng,2 phòng,Sổ hồng,,Đông,Tây - Bắc,,27/10/2023,11/11/2023,Tin thường,"Dự án Him Lam 6A, Đường Số 14, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,82 m²,,"3,2 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Westgate, Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh"
Chung cư,56 m²,,"2,2 tỷ",,2 phòng,,Sổ đỏ/ Sổ hồng,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,71 m²,,"3,18 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,,,,06/10/2023,05/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,72 m²,,"1,6 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Đông - Nam,Tây - Bắc,,27/10/2023,06/11/2023,Tin thường,"Dự án Conic Đông Nam Á, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,44 m²,,"2,05 tỷ",,1 phòng,1 phòng,Đang chờ sổ.,Cơ bản.,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Sài Gòn Mia, Đường Số 9A, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,68 m²,,"1,93 tỷ",,2 phòng,2 phòng,Đang chờ sổ,Cơ bản,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Calla Garden, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,83 m²,,"2,8 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Citizen Trung Sơn, Đường 9A, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,63 m²,,"2,15 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,Tây,Đông,,27/10/2023,06/11/2023,Tin thường,"Dự án Him Lam 6A, Phố 24, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,81 m²,,"1,8 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Hồng Lĩnh Plaza, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,130 m²,,4 tỷ,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Tây,Đông,,27/10/2023,06/11/2023,Tin thường,"Dự án Him Lam 6A, Phố 24, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,92 m²,,3 tỷ,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây,Đông - Nam,,27/10/2023,06/11/2023,Tin thường,"Dự án Him Lam 6A, Đường Số 14, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,93 m²,,"2,4 tỷ",,2 phòng,2 phòng,,,Tây,Đông,,27/10/2023,06/11/2023,Tin thường,"Dự án Chung cư Sinh Lợi, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,74 m²,,"1,8 tỷ",,2 phòng,2 phòng,Đang chờ sổ,,Đông,Tây,,27/10/2023,06/11/2023,Tin thường,"Dự án Hồng Lĩnh Plaza, Đường 9A, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,130 m²,,"3,8 tỷ",,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Đông,Tây,,27/10/2023,06/11/2023,Tin thường,"Dự án Him Lam 6A, Đường Số 14, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,93 m²,,"2,4 tỷ",,2 phòng,2 phòng,,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Chung cư Sinh Lợi, Đường 9A, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,50 m²,,"1,66 tỷ",,2 phòng,1 phòng,Hợp đồng mua bán,,Tây,,,27/10/2023,11/11/2023,Tin thường,"Dự án EhomeS Nam Sài Gòn, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,56 m²,,"2,3 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản,Đông,Tây,,27/10/2023,06/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,75 m²,,3 tỷ,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full nội thất xịn sò.,Tây,Đông,,27/10/2023,06/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,76 m²,,"3,1 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Tây,Đông,,27/10/2023,06/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,63 m²,,"1,55 tỷ",,2 phòng,2 phòng,,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Conic Đông Nam Á, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,"52,9 m²",,"1,75 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Lovera Vista, Đường Trịnh Quang Nghị, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,56 m²,,"2,3 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,54 m²,,"1,27 tỷ",,1 phòng,1 phòng,Sổ hồng,Đầy đủ nội thất.,,,,27/10/2023,26/11/2023,Tin thường,"Dự án 13B Conic Phong Phú, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,40 m²,,620 triệu,,,,,,,,,27/10/2023,26/11/2023,Tin thường,"Đường Trần Đại Nghĩa, Xã Tân Nhựt, Bình Chánh, Hồ Chí Minh"
Chung cư,60 m²,,"2,7 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Westgate, Đường Nguyễn Văn Linh, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh"
Chung cư,56 m²,,"2,3 tỷ",,2 phòng,1 phòng,Đang chờ sổ,Đầy đủ,Nam,Bắc,,26/10/2023,05/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,85 m²,,4 tỷ,,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Nam,Nam,,26/10/2023,10/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,74 m²,,"3,2 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Bắc,Bắc,,26/10/2023,10/11/2023,Tin thường,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,76 m²,,"3,65 tỷ",,3 phòng,2 phòng,,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Sài Gòn Mia, Đường Số 9A, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,88 m²,,"2,55 tỷ",,3 phòng,2 phòng,Hợp đồng mua bán.,,Đông - Nam,Tây - Bắc,,26/10/2023,05/11/2023,Tin thường,"Dự án Calla Garden, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,68 m²,,"1,99 tỷ",,2 phòng,2 phòng,Đang chờ sổ,Đầy đủ,Đông - Nam,,,26/10/2023,05/11/2023,Tin thường,"Dự án Calla Garden, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,82 m²,,"2,4 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Lovera Vista, Đường Trịnh Quang Nghị, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,83 m²,,"2,6 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Đông - Nam,Tây - Bắc,,26/10/2023,05/11/2023,Tin thường,"Dự án Lovera Vista, Đường Số 19, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Chung cư,66 m²,,Thỏa thuận,,2 phòng,1 phòng,Sổ hồng,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Conic Garden, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Chung cư,70 m²,,"2,45 tỷ",,2 phòng,1 phòng,Sổ hồng.,Có nội thất,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Him Lam 6A, Phố 24, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
