Loại hình nhà ở,Diện tích (m²),Chiều rộng (m),Chiều dài (m),Mặt tiền (m),Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào (m),Ngày đăng,Ngày hết hạn,Loại tin,Tên dự án,Đường/Phố,Phường/Xã/Thị trấn,Quận/Huyện,Tỉnh thành,Mức giá (tỷ)
Nhà mặt phố,68,4,,,2,4,,Đã có sổ,,Tây Bắc,,,10/15/2023,,,,"86/154, Ông Ích Khiêm",Phường 14,Quận 11,TP Hồ Chí Minh,13.2
"Nhà ngõ, hẻm",48,,,,2,3,3,Đã có sổ,Có nội thất,,,,09/29/2023,,,,Âu Cơ,Phường 10,Tân Bình,TP Hồ Chí Minh,3.95
"Nhà ngõ, hẻm",49,5,10,,,3,3,Đã có sổ,,,,,09/25/2023,,,,Nguyễn Tư Giản,Phường 12,Gò Vấp,TP Hồ Chí Minh,4.6
"Nhà ngõ, hẻm",50,,,,4,4,4,Đã có sổ,,Đông Nam,,,10/07/2023,,,,Nguyễn Thị Kiểu,Phường Hiệp Thành,Quận 12,TP Hồ Chí Minh,4.8
"Nhà ngõ, hẻm",55,,,,4,3,4,Đã có sổ,,Tây,,,10/23/2023,,,,Hồ Văn Long,Phường Bình Hưng Hòa,Bình Tân,TP Hồ Chí Minh,4.95
"Nhà ngõ, hẻm",27,3.3,,,1,3,2,Đã có sổ,,,,,11/04/2023,,,,Hẻm 13 Liên khu 2-10,Phường Bình Hưng Hoà A,Bình Tân,TP Hồ Chí Minh,3.35
Nhà mặt phố,165,,,,2,3,3,Đã có sổ,Có nội thất,,,,10/28/2023,,,,Đường Bùi Đình Tuý,Phường 24,Bình Thạnh,TP Hồ Chí Minh,27.5
"Nhà ngõ, hẻm",63,,,,3,3,5,Đã có sổ,,Đông Nam,,,11/13/2023,,,,Đường Huỳnh Thị Hai,Phường Tân Chánh Hiệp,Quận 12,TP Hồ Chí Minh,4.2
Nhà mặt phố,50,4.6,1.86,,,4,,,,,,,11/13/2023,,,,Nguyễn Thị Thập,Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,7.1
"Nhà ngõ, hẻm",44,,,,1,3,3,Đã có sổ,,Tây,,,10/24/2023,,,,Tân Thới Hiệp 21,Phường Hiệp Thành,Quận 12,TP Hồ Chí Minh,3.48
"Nhà ngõ, hẻm",60,4.8,12.5,,,3,2,,,,,,10/18/2023,,,,Nguyễn Thái Sơn,Phường 4,Gò Vấp,TP Hồ Chí Minh,1.56
"Nhà ngõ, hẻm",60,,,,1,3,2,Đã có sổ,,,,,10/23/2023,,,,Hồng Bàng,Phường 6,Quận 6,TP Hồ Chí Minh,0.98
"Nhà ngõ, hẻm",45,,,,,3,3,,,,,,10/23/2023,,,,Tô Hiến Thành,Phường 15,Quận 10,TP Hồ Chí Minh,1.53
"Nhà ngõ, hẻm",60,4.5,14,,,4,5,Đã có sổ,,,,,09/29/2023,,,,lê đức thọ,Phường 16,Gò Vấp,TP Hồ Chí Minh,6.25
"Nhà ngõ, hẻm",16,,,,1,2,1,Đã có sổ,,Tây Nam,,,09/23/2023,,,,"133/48/90A, Đường Quang Trung",Phường 10,Gò Vấp,TP Hồ Chí Minh,1.35
Nhà phố liền kề,20,3.2,,,1,2,2,,Có nội thất,,,,09/28/2023,,,,Gò Ô Môi,Phường Phú Mỹ,Quận 7,TP Hồ Chí Minh,1.1
"Nhà ngõ, hẻm",60,,,,1,3,2,Đã có sổ,Có nội thất,,,,10/15/2023,,,,Đường Phan Văn Trị,Phường 10,Gò Vấp,TP Hồ Chí Minh,1.6
"Nhà ngõ, hẻm",68,4,16.5,,4,4,,Đã có sổ,,,,,10/15/2023,,,,Thống Nhất,Phường 11,Gò Vấp,TP Hồ Chí Minh,6.5
Nhà mặt phố,90,,,,2,7,2,Đã có sổ,Bàn giao thô,,,,09/29/2023,,,,Đường Thống Nhất,Phường 15,Gò Vấp,TP Hồ Chí Minh,9.5
Nhà mặt phố,124,,,,3,,Nhiều hơn 6 phòng,Đã có sổ,,Bắc,,,09/25/2023,,,,Đường Phan Huy Ích,Phường 12,Gò Vấp,TP Hồ Chí Minh,12.5
"Nhà ngõ, hẻm",36,,,,,3,2,Đã có sổ,,,,,10/07/2023,,,,Đường Quang Trung,Phường 10,Gò Vấp,TP Hồ Chí Minh,1.35
"Nhà ngõ, hẻm",26,4,,,2,2,2,,,Đông Nam,,,10/20/2023,,,,Phạm Ngũ Lão,Phường Phạm Ngũ Lão,Quận 1,TP Hồ Chí Minh,8.6
Nhà biệt thự,535,20,27,,,,,Đã có sổ,,,,,10/23/2023,,,,Đường 32,Phường Bình Trị Đông B,Bình Tân,TP Hồ Chí Minh,42
Nhà mặt phố,105,4,26,,,10,Nhiều hơn 6 phòng,,,,,,11/02/2023,,,,Đường Quang Trung,Phường 8,Gò Vấp,TP Hồ Chí Minh,14
"Nhà ngõ, hẻm",68,4,,,4,4,,Đã có sổ,Có nội thất,,,,10/28/2023,,,,Trường Chinh,Phường 14,Tân Bình,TP Hồ Chí Minh,8.8
"Nhà ngõ, hẻm",36,,,,,3,2,Đã có sổ,,,,,10/28/2023,,,,Chu Văn An,Phường 12,Bình Thạnh,TP Hồ Chí Minh,1.5
"Nhà ngõ, hẻm",19,,,,1,1,1,Giấy tờ khác,Không có nội thất,,,,10/24/2023,,,,Đường số 10,Phường Tân Quy,Quận 7,TP Hồ Chí Minh,0.8
Nhà mặt phố,134,5.4,26,,,6,6,,,,,,10/24/2023,,,,Đường Quang Trung,Phường 11,Gò Vấp,TP Hồ Chí Minh,18
"Nhà ngõ, hẻm",60,5,12,,,1,,Đã có sổ,,,,,10/23/2023,,,,Khu Nam Long,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,1.5
"Nhà ngõ, hẻm",60,,,,2,2,3,Đã có sổ,Có nội thất,,,,09/29/2023,,,,Lê Văn khương,Phường Hiệp Thành,Quận 12,TP Hồ Chí Minh,3.8
"Nhà ngõ, hẻm",58,,,,1,1,1,Đã có sổ,,Đông Bắc,,,10/23/2023,,,,"35/2Q, ba diem 6",Xã Bà Điểm,Hóc Môn,TP Hồ Chí Minh,2.3
Nhà mặt phố,82,3.6,23,,5,6,,,,,,,09/23/2023,,,,Nguyễn Trọng Trí,Phường An Lạc A,Bình Tân,TP Hồ Chí Minh,7.2
"Nhà ngõ, hẻm",60,,,,2,4,2,Đã có sổ,Có nội thất,,,,09/28/2023,,,,Lê Đức Thọ,Phường 6,Gò Vấp,TP Hồ Chí Minh,3.09
"Nhà ngõ, hẻm",72,,,,,2,,Đã có sổ,,,,,09/28/2023,,,,LƯƠNG VĂN CAN,Phường 15,Quận 8,TP Hồ Chí Minh,3.6
"Nhà ngõ, hẻm",50,4,12,,,2,1,,,,,,09/28/2023,,,,Nguyễn Văn Bứa,Xã Xuân Thới Sơn,Hóc Môn,TP Hồ Chí Minh,0.3
Nhà mặt phố,76.9,,,,4,5,4,Đã có sổ,,Bắc,,,09/25/2023,,,,Ba Đình,Phường 8,Quận 8,TP Hồ Chí Minh,14
Nhà mặt phố,100,5,20,,,4,,Đã có sổ,,Tây,,,10/07/2023,,,,Lâm Văn Bền,Phường Tân Thuận Tây,Quận 7,TP Hồ Chí Minh,21
"Nhà ngõ, hẻm",44,,,,,6,,,,,,,10/20/2023,,,,Khánh Hội,Phường 4,Quận 4,TP Hồ Chí Minh,6.2
"Nhà ngõ, hẻm",20,,,,2,3,2,Đã có sổ,Không có nội thất,,,,11/02/2023,,,,Đường Âu Dương Lân,Phường 3,Quận 8,TP Hồ Chí Minh,1.65
"Nhà ngõ, hẻm",48.8,,,,1,1,2,Đã có sổ,,Đông Nam,,,10/27/2023,,,,Đường 17A,Phường Bình Hưng Hoà A,Bình Tân,TP Hồ Chí Minh,3.6
"Nhà ngõ, hẻm",40,4.4,8.7,,,1,1,,,,,,10/27/2023,,,,Đường Thạnh Lộc 31,Phường Thạnh Lộc,Quận 12,TP Hồ Chí Minh,2.179
Nhà biệt thự,160,,,,4,5,6,Đã có sổ,,Tây Bắc,,,10/26/2023,,,,Thới An,Phường Thới An,Quận 12,TP Hồ Chí Minh,12.2
"Nhà ngõ, hẻm",33,,,,2,2,1,Đã có sổ,Có nội thất,,,,10/21/2023,,,,Đường Nguyễn Văn Trỗi,Phường 8,Phú Nhuận,TP Hồ Chí Minh,3.8
Nhà mặt phố,80,,,,3,4,5,Đã có sổ,Không có nội thất,,,,10/24/2023,,,,Phạm Văn Đồng,Phường Hiệp Bình Chánh,TP Thủ Đức,TP Hồ Chí Minh,7.6
Nhà mặt phố,64,4.2,16,,,4,,,,,,,10/24/2023,,,,Đường Trần Hưng Ðạo,Phường Nguyễn Cư Trinh,Quận 1,TP Hồ Chí Minh,31
"Nhà ngõ, hẻm",16,,,,3,2,3,,,,,,10/18/2023,,,,Đường Thích Quảng Đức,Phường 5,Phú Nhuận,TP Hồ Chí Minh,3.4
Nhà mặt phố,100,5,20,,,6,,Đã có sổ,,,,,10/23/2023,,,,Đường số 41,Phường Tân Phong,Quận 7,TP Hồ Chí Minh,36
"Nhà ngõ, hẻm",20,,,,2,3,3,Đã có sổ,Không có nội thất,,,,09/29/2023,,,,Đường Phạm Văn Hai,Phường 2,Tân Bình,TP Hồ Chí Minh,1.8
"Nhà ngõ, hẻm",52,,,,5,4,5,Đã có sổ,Có nội thất,,,,09/23/2023,,,,Đường Hoàng Bật Đạt,Phường 15,Tân Bình,TP Hồ Chí Minh,6.3
Nhà mặt phố,90,4.5,,,4,5,4,Đã có sổ,,,,,09/28/2023,,,,Đường Bùi Hữu Diện,Phường An Lạc A,Bình Tân,TP Hồ Chí Minh,8.6
"Nhà ngõ, hẻm",30,,,,3,3,3,Đã có sổ,,Tây Bắc,,,10/15/2023,,,,Đường tân Hòa Đông,Phường 14,Quận 6,TP Hồ Chí Minh,3.8
"Nhà ngõ, hẻm",18,,,,2,2,2,Đã có sổ,Có nội thất,,,,09/29/2023,,,,Đường Lê Trực,Phường 7,Bình Thạnh,TP Hồ Chí Minh,2.75
Nhà mặt phố,80,,,,,4,5,Đã có sổ,Có nội thất,,,,10/07/2023,,,,Trần Thị Cờ,Phường Thới An,Quận 12,TP Hồ Chí Minh,8.49
Nhà phố liền kề,60,4.5,12,,,3,,,,Bắc,,,10/20/2023,,,,Tx22,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,3.85
"Nhà ngõ, hẻm",39,,,,,2,,Đã có sổ,Có nội thất,,,,10/23/2023,,,,Liên Khu 2.5,Phường Hiệp Thành,Quận 12,TP Hồ Chí Minh,2.95
Nhà mặt phố,56,,,,2,4,3,Đã có sổ,,Đông Bắc,,,10/23/2023,,,,Đường số 15,Phường Bình Hưng Hòa,Bình Tân,TP Hồ Chí Minh,5.3
"Nhà ngõ, hẻm",150,4,37,,,3,2,,,,,,11/02/2023,,,,Đường tô ngọc vân,Phường 15,Gò Vấp,TP Hồ Chí Minh,4.8
"Nhà ngõ, hẻm",33,,,,2,2,2,Đã có sổ,Có nội thất,,,,09/29/2023,,,,Tỉnh lộ 10,Phường Bình Trị Đông,Bình Tân,TP Hồ Chí Minh,3.25
"Nhà ngõ, hẻm",33.4,,,,,4,,Đã có sổ,,,,,10/27/2023,,,,Khu Kiều Đàm,Phường Tân Hưng,Quận 7,TP Hồ Chí Minh,2.88
Nhà mặt phố,60,,,,4,4,4,Đã có sổ,Có nội thất,,,,09/29/2023,,,,Trần Thủ Độ,Phường Phú Thạnh,Tân Phú,TP Hồ Chí Minh,7.7
"Nhà ngõ, hẻm",85,,,,6,9,Nhiều hơn 6 phòng,Đã có sổ,,Tây Bắc,,,10/26/2023,,,,Hẻm 373 Lý Thường Kiệt,Phường 9,Tân Bình,TP Hồ Chí Minh,13.98
Nhà phố liền kề,100,,,,2,3,4,Đã có sổ,,Đông Nam,,,10/21/2023,,,,Đường số 27,Phường Hiệp Bình Chánh,TP Thủ Đức,TP Hồ Chí Minh,8.8
Nhà mặt phố,55,,,,1,3,3,Đã có sổ,Có nội thất,,,,10/03/2023,,,,Đường Chiến Lược,Phường Bình Trị Đông,Bình Tân,TP Hồ Chí Minh,0.96
"Nhà ngõ, hẻm",70,4,,,2,3,2,Đã có sổ,,,,,10/18/2023,,,,Đường Hai Bà Trưng,Phường Tân Định,Quận 1,TP Hồ Chí Minh,13
"Nhà ngõ, hẻm",198,,,,4,5,5,Đã có sổ,,Bắc,,,11/14/2023,,,,Phan Văn Trị,Phường 12,Bình Thạnh,TP Hồ Chí Minh,7.2
"Nhà ngõ, hẻm",60,,,,1,2,3,Đã có sổ,,Bắc,,,10/26/2023,,,,Đường Số 6,Phường Bình Hưng Hoà B,Bình Tân,TP Hồ Chí Minh,3.5
"Nhà ngõ, hẻm",32,,,,1,2,2,Đã có sổ,Có nội thất,,,,11/14/2023,,,,Hẻm 109 Số 2,Phường 16,Gò Vấp,TP Hồ Chí Minh,3.55
Nhà mặt phố,171,,,,5,3,,Đã có sổ,,,,,11/07/2023,,,,Đường Võ Thị Sáu,Phường Võ Thị Sáu,Quận 3,TP Hồ Chí Minh,68
"Nhà ngõ, hẻm",40,,,,3,4,3,Đã có sổ,,Tây,,,11/13/2023,,,,Liên khu 5-6,Phường Bình Hưng Hoà B,Bình Tân,TP Hồ Chí Minh,2.58
Nhà mặt phố,868,5.4,19,,,3,,,,Tây Nam,,,09/24/2023,,,,Phan Văn Hớn,Xã Xuân Thới Thượng,Hóc Môn,TP Hồ Chí Minh,4.5
"Nhà ngõ, hẻm",40,,,,1,2,3,Đã có sổ,Không có nội thất,,,,10/01/2023,,,,Đường Hòa Hảo,Phường 5,Quận 10,TP Hồ Chí Minh,2.3
"Nhà ngõ, hẻm",52,,,,2,2,1,Đã có sổ,Không có nội thất,,,,10/01/2023,,,,Điện Biên Phủ,Phường 15,Bình Thạnh,TP Hồ Chí Minh,5.1
"Nhà ngõ, hẻm",58.5,,,,2,3,,Đã có sổ,Không có nội thất,Bắc,,,10/29/2023,,,,"790/58/12, Hương Lộ 2",Phường Bình Trị Đông A,Bình Tân,TP Hồ Chí Minh,4.1
"Nhà ngõ, hẻm",81,5.8,,,2,2,,Đã có sổ,Có nội thất,,,,10/29/2023,,,,đường số 38,Phường Bình Trưng Tây,TP Thủ Đức,TP Hồ Chí Minh,5.149
"Nhà ngõ, hẻm",44,,,,1,2,2,Đã có sổ,Có nội thất,,,,10/29/2023,,,,Đường Hiệp Thành 13,Phường Hiệp Thành,Quận 12,TP Hồ Chí Minh,1.98
Nhà phố liền kề,128,,,,5,5,5,Đã có sổ,Có nội thất,,,,11/11/2023,,,,Đường Bờ Bao Tân Thắng,Phường Tây Thạnh,Tân Phú,TP Hồ Chí Minh,14
"Nhà ngõ, hẻm",62,4,,,,4,4,Đã có sổ,Có nội thất,,,,11/13/2023,,,,Đường Nguyễn Cửu Đàm,Phường Tân Sơn Nhì,Tân Phú,TP Hồ Chí Minh,7.5
"Nhà ngõ, hẻm",31.6,5.75,,,,2,1,Đã có sổ,Có nội thất,,,,11/11/2023,,,,Lưu Hữu Phước,Phường 15,Quận 8,TP Hồ Chí Minh,3
"Nhà ngõ, hẻm",26,,,,2,2,2,Đã có sổ,,Nam,,,11/13/2023,,,,Đường Số 8,Phường Bình Hưng Hoà A,Bình Tân,TP Hồ Chí Minh,2.47
"Nhà ngõ, hẻm",40,4,,,,2,2,Đã có sổ,Có nội thất,,,,10/31/2023,,,,Hà Huy Giáp,Phường Thạnh Lộc,Quận 12,TP Hồ Chí Minh,1.29
Nhà mặt phố,55,,,,3,4,5,Đã có sổ,,Tây Bắc,,,10/20/2023,,,,Huỳnh Tấn Phát,Phường Phú Mỹ,Quận 7,TP Hồ Chí Minh,6.2
Nhà phố liền kề,96,6,16,,,4,4,Đã có sổ,,,,,11/06/2023,,,,Liên Phường,Phường Phú Hữu,TP Thủ Đức,TP Hồ Chí Minh,13.5
"Nhà ngõ, hẻm",63.6,,,,5,8,Nhiều hơn 6 phòng,Đã có sổ,,,,,11/01/2023,,,,Tân Sơn,Phường 12,Gò Vấp,TP Hồ Chí Minh,8.1
"Nhà ngõ, hẻm",203,,,,5,8,Nhiều hơn 6 phòng,Đã có sổ,,Tây Nam,,,11/12/2023,,,,Phan Văn Hớn,Phường Tân Thới Nhất,Quận 12,TP Hồ Chí Minh,8.5
"Nhà ngõ, hẻm",84,4.6,,,,4,3,Đã có sổ,Có nội thất,,,,11/12/2023,,,,Lê Hồng Phong,Phường 2,Quận 10,TP Hồ Chí Minh,8.3
"Nhà ngõ, hẻm",62,12,,,4,7,Nhiều hơn 6 phòng,Đã có sổ,,,,,10/26/2023,,,,Đường Trần Bình Trọng,Phường 5,Bình Thạnh,TP Hồ Chí Minh,8.5
"Nhà ngõ, hẻm",88,,,,5,5,6,Đã có sổ,,Tây Bắc,,,10/26/2023,,,,Đường Khuông Việt,Phường Phú Trung,Tân Phú,TP Hồ Chí Minh,10.6
"Nhà ngõ, hẻm",215,,28,,,3,3,Đã có sổ,,Đông,,,10/26/2023,,,,Đường Nguyễn Thái Sơn.,Phường 3,Gò Vấp,TP Hồ Chí Minh,13
"Nhà ngõ, hẻm",63,,,,4,4,4,Đã có sổ,Có nội thất,,,,10/26/2023,,,,Đường Trần Quý Khoách,Phường Tân Định,Quận 1,TP Hồ Chí Minh,3.78
Nhà mặt phố,127,5,,,,,Nhiều hơn 6 phòng,Đã có sổ,,Tây Nam,,,10/26/2023,,,,"136, Trần văn quang",Phường 10,Tân Bình,TP Hồ Chí Minh,17.5
Nhà mặt phố,90,,,,4,5,6,Đã có sổ,,Đông,,,10/26/2023,,,,Hoàng Quốc Việt,Phường Phú Mỹ,Quận 7,TP Hồ Chí Minh,17.5
"Nhà ngõ, hẻm",61,,,,1,1,1,Đã có sổ,,Tây,,,10/26/2023,,,,trường chinh,Phường Tân Thới Nhất,Quận 12,TP Hồ Chí Minh,3.65
"Nhà ngõ, hẻm",100,,,,,4,,,,,,,10/26/2023,,,,Nguyễn Hữu Tiến,Phường Tây Thạnh,Tân Phú,TP Hồ Chí Minh,7.2
"Nhà ngõ, hẻm",75,,,,2,3,2,Đã có sổ,Có nội thất,,,,10/26/2023,,,,Đường Cống Lỡ,Phường 15,Tân Bình,TP Hồ Chí Minh,5
"Nhà ngõ, hẻm",164,,,,2,,Nhiều hơn 6 phòng,Đã có sổ,,Bắc,,,10/26/2023,,,,Tân Thới Nhất 13,Phường Tân Thới Nhất,Quận 12,TP Hồ Chí Minh,7.5
Nhà phố liền kề,45,,,,1,2,2,Đã có sổ,,Tây,,,10/26/2023,,,,Thạnh Xuân 33,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,1.38
Nhà mặt phố,35,,,,1,2,2,Đã có sổ,Có nội thất,,,,10/26/2023,,,,Nguyễn Ảnh Thủ,Phường Hiệp Thành,Quận 12,TP Hồ Chí Minh,1.68
Nhà mặt phố,55,,,,5,5,5,Đã có sổ,Có nội thất,,,,10/26/2023,,,,Đường Thạnh Xuân 21,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,5.4
"Nhà ngõ, hẻm",40,,,,1,2,2,Đã có sổ,Có nội thất,,,,10/26/2023,,,,Nguyễn Văn Công,Phường 3,Gò Vấp,TP Hồ Chí Minh,2.2
Nhà mặt phố,55,4,13,,2,2,,,Có nội thất,,,,10/26/2023,,,,Đỗ Xuân Hợp,Phường Phước Long B,TP Thủ Đức,TP Hồ Chí Minh,4.65
Nhà mặt phố,90,,,,1,3,2,Đã có sổ,Có nội thất,,,,10/26/2023,,,,Đoàn Nguyễn Tuấn,Xã Hưng Long,Bình Chánh,TP Hồ Chí Minh,0.93
"Nhà ngõ, hẻm",94,,,,,2,,Đã có sổ,,,,,10/26/2023,,,,Quốc lộ 1,Phường Tân Chánh Hiệp,Quận 12,TP Hồ Chí Minh,2.8
"Nhà ngõ, hẻm",36,,,,2,2,2,,,,,,10/26/2023,,,,Nguyễn văn đậu,Phường 6,Bình Thạnh,TP Hồ Chí Minh,5
"Nhà ngõ, hẻm",56,,,,,2,,,,,,,10/22/2023,,,,Tx31,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,0.65
Nhà mặt phố,55,5,,,,3,2,Đã có sổ,Có nội thất,,,,10/22/2023,,,,Lê Đình Cẩn,Phường Tân Tạo,Bình Tân,TP Hồ Chí Minh,1.35
Nhà mặt phố,156,,,,1,2,2,Đã có sổ,,Đông Nam,,,10/22/2023,,,,quí đức,Xã Quy Đức,Bình Chánh,TP Hồ Chí Minh,2
Nhà biệt thự,128,,,,2,3,4,Đã có sổ,,Đông,,,10/26/2023,,,,Đường Tầm Vu,Phường 26,Bình Thạnh,TP Hồ Chí Minh,22
"Nhà ngõ, hẻm",49,4,,,4,4,4,Đã có sổ,,,,,10/26/2023,,,,Phú Thọ Hoà,Phường Phú Thọ Hòa,Tân Phú,TP Hồ Chí Minh,6.7
"Nhà ngõ, hẻm",48,,,,,3,,,,,,,10/26/2023,,,,Trường Chinh,Phường 12,Tân Bình,TP Hồ Chí Minh,4.3
"Nhà ngõ, hẻm",41,,,,,2,2,,,,,,10/26/2023,,,,Nhật Tảo,Phường 4,Quận 10,TP Hồ Chí Minh,3
Nhà mặt phố,50.4,4.2,12,,,4,3,Đã có sổ,,,,,10/26/2023,,,,Trần Minh Quyền,Phường 11,Quận 10,TP Hồ Chí Minh,2.83
Nhà mặt phố,126,,,,3,5,6,Đã có sổ,Có nội thất,,,,10/22/2023,,,,ĐƯỜNG SỐ 1A,Phường Bình Trị Đông B,Bình Tân,TP Hồ Chí Minh,14.999
Nhà phố liền kề,82,,,,4,4,5,Đã có sổ,,Đông,,,10/22/2023,,,,Lê Văn Lương,Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,6.85
"Nhà ngõ, hẻm",21.6,,,,2,2,2,Đã có sổ,,Tây Nam,,,10/26/2023,,,,Bạch Đằng,Phường 15,Bình Thạnh,TP Hồ Chí Minh,1.96
Nhà mặt phố,40,,,,3,3,3,Đã có sổ,Không có nội thất,,,,10/22/2023,,,,Gia Phú,Phường 13,Quận 5,TP Hồ Chí Minh,9.5
Nhà mặt phố,72,5,,,,2,2,Đã có sổ,,Đông,,,10/22/2023,,,,Đường Đt 6-3,Xã Đông Thạnh,Hóc Môn,TP Hồ Chí Minh,3.7
Nhà mặt phố,80,,,,3,4,3,Đã có sổ,Không có nội thất,,,,10/22/2023,,,,Bình Phú,Phường 11,Quận 6,TP Hồ Chí Minh,9
"Nhà ngõ, hẻm",50.8,,,,3,3,3,Đã có sổ,Có nội thất,,,,10/22/2023,,,,Ðiện Biên Phủ,Phường 1,Quận 3,TP Hồ Chí Minh,2.65
"Nhà ngõ, hẻm",76,4.6,17,,3,5,5,,,,,,10/22/2023,,,,Thành Thái,Phường 15,Quận 10,TP Hồ Chí Minh,7.8
"Nhà ngõ, hẻm",70,,,,1,3,2,Đã có sổ,Có nội thất,,,,10/22/2023,,,,Đường Gia Phú,Phường 13,Quận 5,TP Hồ Chí Minh,10
"Nhà ngõ, hẻm",49,4,,,2,2,2,,,Đông Bắc,,,10/22/2023,,,,Đường Số 17A,Phường Bình Hưng Hoà A,Bình Tân,TP Hồ Chí Minh,3.6
"Nhà ngõ, hẻm",80,6,14,,,1,,,,,,,10/22/2023,,,,Đông Hưng Thuận 11,Phường Đông Hưng Thuận,Quận 12,TP Hồ Chí Minh,2.99
Nhà mặt phố,35,,,,4,3,3,Đã có sổ,,Đông Bắc,,,10/22/2023,,,,Đường Cao Văn Lầu,Phường 1,Quận 6,TP Hồ Chí Minh,10.9
"Nhà ngõ, hẻm",38,,,,,3,,,,,,,10/22/2023,,,,Tỉnh lộ 10,Phường Bình Trị Đông,Bình Tân,TP Hồ Chí Minh,4.05
"Nhà ngõ, hẻm",29.6,,,,3,3,3,Đã có sổ,Có nội thất,,,,10/22/2023,,,,Nguyễn Biểu,Phường 1,Quận 5,TP Hồ Chí Minh,2.18
"Nhà ngõ, hẻm",75,,,,2,4,6,Đã có sổ,Không có nội thất,,,,10/22/2023,,,,Hoàng Hoa Thám,Phường 5,Phú Nhuận,TP Hồ Chí Minh,10.8
"Nhà ngõ, hẻm",38.4,,,,3,3,3,Đã có sổ,Có nội thất,,,,10/22/2023,,,,Đường Bà Hom,Phường 13,Quận 6,TP Hồ Chí Minh,2.16
Nhà mặt phố,110,5.5,20,,,2,,Đã có sổ,,,,,10/22/2023,,,,Bà Triệu,Thị trấn Hóc Môn,Hóc Môn,TP Hồ Chí Minh,0.63
"Nhà ngõ, hẻm",53,,,,2,2,1,Đã có sổ,,Đông Bắc,,,10/22/2023,,,,Đường Làng Tăng Phú,Phường Tăng Nhơn Phú A,TP Thủ Đức,TP Hồ Chí Minh,3.7
Nhà mặt phố,135,6,22.5,,,2,,Đã có sổ,,,,,10/22/2023,,,,Nguyễn Văn Bứa,Xã Xuân Thới Sơn,Hóc Môn,TP Hồ Chí Minh,0.69
Nhà mặt phố,68,4.5,,,3,5,4,Đã có sổ,,,,,10/22/2023,,,,Phan Văn Trị,Phường 5,Gò Vấp,TP Hồ Chí Minh,3.2
Nhà mặt phố,100,6,,,1,2,1,,,Đông Nam,,,10/22/2023,,,,Đường Ngô Chí Quốc,Phường Bình Chiểu,TP Thủ Đức,TP Hồ Chí Minh,7.8
"Nhà ngõ, hẻm",45.5,,,,3,3,3,Đã có sổ,Có nội thất,,,,10/22/2023,,,,Trần Mai Ninh,Phường 12,Tân Bình,TP Hồ Chí Minh,2.55
"Nhà ngõ, hẻm",64,4,,,4,5,,Đã có sổ,Không có nội thất,,,,10/22/2023,,,,thành thái,Phường 14,Quận 10,TP Hồ Chí Minh,10.85
Nhà mặt phố,140,5,28,,,2,,Đã có sổ,,,,,10/22/2023,,,,Đường Võ Thị Hồi,Xã Xuân Thới Đông,Hóc Môn,TP Hồ Chí Minh,0.71
"Nhà ngõ, hẻm",73,5.7,,,4,4,4,Đã có sổ,,,,,10/22/2023,,,,Đường Cống Quỳnh,Phường Nguyễn Cư Trinh,Quận 1,TP Hồ Chí Minh,18
"Nhà ngõ, hẻm",51,,,,3,5,4,Đã có sổ,,Tây Nam,,,10/22/2023,,,,"Hẻm 100, Thích Quảng Đức",Phường 5,Phú Nhuận,TP Hồ Chí Minh,6.4
"Nhà ngõ, hẻm",60.4,,,,4,4,4,Đã có sổ,Có nội thất,,,,10/22/2023,,,,Bạch Đằng,Phường 2,Tân Bình,TP Hồ Chí Minh,2.76
Nhà mặt phố,100,5,20,,,2,,Đã có sổ,,,,,10/22/2023,,,,Dương Công Khi,Xã Tân Thới Nhì,Hóc Môn,TP Hồ Chí Minh,0.59
"Nhà ngõ, hẻm",25,,,,,2,,Đã có sổ,,,,,10/22/2023,,,,Trần Thị Hè,Phường Hiệp Thành,Quận 12,TP Hồ Chí Minh,1.7
Nhà mặt phố,58,,,,,3,,,,,,,10/22/2023,,,,Đường số 45,Phường Tân Quy,Quận 7,TP Hồ Chí Minh,8.7
"Nhà ngõ, hẻm",48,,,,2,3,3,Đã có sổ,Có nội thất,,,,10/22/2023,,,,Đường Tô Hiệu,Phường Hiệp Tân,Tân Phú,TP Hồ Chí Minh,2.2
Nhà mặt phố,105,5,21,,,2,,Đã có sổ,,,,,10/22/2023,,,,Đường Lê Lợi,Xã Tân Thới Nhì,Hóc Môn,TP Hồ Chí Minh,0.6
"Nhà ngõ, hẻm",91,,,,4,,Nhiều hơn 6 phòng,Đã có sổ,,Tây Nam,,,10/22/2023,,,,Nguyễn Thị Nhỏ,Phường 15,Quận 11,TP Hồ Chí Minh,10.499
"Nhà ngõ, hẻm",90,,,,2,4,2,Đã có sổ,,Đông,,,10/22/2023,,,,Thống Nhất,Phường 16,Gò Vấp,TP Hồ Chí Minh,7.8
