Loại hình nhà ở,Diện tích (m²),Chiều rộng (m),Chiều dài (m),Mặt tiền (m),Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào (m),Ngày đăng,Ngày hết hạn,Loại tin,Tên dự án,Đường/Phố,Phường/Xã/Thị trấn,Quận/Huyện,Tỉnh thành,Mức giá (tỷ)
Chung cư,78,,,,,2,1,Đã có sổ,,,,,09/22/2023,,,,Trần Trọng Cung,Phường Tân Thuận Đông,Quận 7,TP Hồ Chí Minh,2.5
Chung cư,72,,,,,2,,,,,,,09/22/2023,,,,"15B, Nguyễn Lương Bằng",Xã Phú Xuân,Nhà Bè,TP Hồ Chí Minh,1.78
Chung cư,73,,,,,2,2,,,,,,09/22/2023,,,,Nguyễn Văn Linh,Phường Tân Thuận Tây,Quận 7,TP Hồ Chí Minh,3.29
Chung cư,76,,,,,2,2,,,,,,09/22/2023,,,,"90A, Lý Thường Kiệt",Phường 14,Quận 10,TP Hồ Chí Minh,1.93
Chung cư,65,,,,,2,,,,,,,09/22/2023,,,,"Số 132, Bến Vân Đồn",Phường 6,Quận 4,TP Hồ Chí Minh,2.5
Chung cư,54,,,,,1,1,Đang chờ sổ,Có nội thất,,,,09/22/2023,,,,"208, Nguyễn Hữu Cảnh",Phường 22,Bình Thạnh,TP Hồ Chí Minh,3.6
Chung cư,73,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"104, Phổ Quang",Phường 2,Tân Bình,TP Hồ Chí Minh,1.75
Chung cư,97,,,,,3,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,Hậu Giang,Phường 11,Quận 6,TP Hồ Chí Minh,2.05
Chung cư,65,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"7/28, Thành Thái",Phường 14,Quận 10,TP Hồ Chí Minh,1.87
Chung cư,68,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,Nguyễn Văn Luông,Phường 12,Quận 6,TP Hồ Chí Minh,1.95
Chung cư,75,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"7A, Thoại Ngọc Hầu",Phường Hòa Thạnh,Tân Phú,TP Hồ Chí Minh,1.22
Chung cư,70,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"346, Bến Vân Đồn",Phường 1,Quận 4,TP Hồ Chí Minh,2.05
Chung cư,80,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"208, Nguyễn Hữu Cảnh",Phường 22,Bình Thạnh,TP Hồ Chí Minh,6.5
Chung cư,75,,,,,2,2,Đã có sổ,,,,,09/22/2023,,,,Nguyễn Xiển,Phường Long Bình,TP Thủ Đức,TP Hồ Chí Minh,3.8
Chung cư,75,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,Tạ Quang Bửu,Phường 6,Quận 8,TP Hồ Chí Minh,2.05
Chung cư,67,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,Đường Âu Cơ,Phường Tân Sơn Nhì,Tân Phú,TP Hồ Chí Minh,1.75
Chung cư,98,,,,,3,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"208, Nguyễn Hữu Cảnh",Phường 22,Bình Thạnh,TP Hồ Chí Minh,10.8
Chung cư,65,,,,,2,2,,,,,,09/22/2023,,,,Trịnh Quang Nghị,Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.92
Chung cư,90,,,,,3,2,Đã có sổ,,,,,09/22/2023,,,,D1,Phường 25,Bình Thạnh,TP Hồ Chí Minh,1.78
Chung cư,63,,,,,2,2,,,Đông Bắc,,,09/22/2023,,,,Huỳnh Tấn Phát,Xã Phú Xuân,Nhà Bè,TP Hồ Chí Minh,1.1
Chung cư,69,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"số 8, Hoàng Minh Giám",Phường 9,Phú Nhuận,TP Hồ Chí Minh,1.95
Chung cư,72,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"104, Phổ Quang",Phường 2,Tân Bình,TP Hồ Chí Minh,1.84
Chung cư,71,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"241/42, Nguyễn Văn Luông",Phường 11,Quận 6,TP Hồ Chí Minh,1.47
Chung cư,125,,,,,3,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,Huỳnh Tấn Phát,Phường Tân Phú,Quận 7,TP Hồ Chí Minh,2.28
Chung cư,65,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"346, Bến Vân Đồn",Phường 1,Quận 4,TP Hồ Chí Minh,1.33
Chung cư,63,,,,,2,1,Đang chờ sổ,,,,,09/22/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,2.999
Chung cư,72,,,,,2,2,,Không nội thất,,,,09/22/2023,,,,"Lô 5, Bình Hưng Hòa B",Phường Bình Hưng Hoà B,Bình Tân,TP Hồ Chí Minh,1.94
Chung cư,212,,,,,4,,,,,,,09/22/2023,,,,"Số 584, Huỳnh Tấn Phát",Phường Tân Phú,Quận 7,TP Hồ Chí Minh,11.5
Chung cư,81,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"Số 2225, Phạm Thế Hiển",Phường 6,Quận 8,TP Hồ Chí Minh,1.69
Chung cư,156,,,,,2,,Đã có sổ,Có nội thất,,,,09/22/2023,,,,Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,2.46
Chung cư,55,,,,,1,1,,,,,,09/22/2023,,,,Trịnh Quang Nghị,Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.68
Chung cư,92,,,,,3,2,,,,,,09/22/2023,,,,Võ Văn Kiệt,Phường 16,Quận 8,TP Hồ Chí Minh,2.9
Chung cư,49,,,,,2,2,,,,,,09/22/2023,,,,"số 1A, Tạ Quang Bửu",Phường 6,Quận 8,TP Hồ Chí Minh,1.75
Chung cư,110,,,,,3,2,Đã có sổ,,,,,09/22/2023,,,,Lê Đức Thọ,Phường 15,Gò Vấp,TP Hồ Chí Minh,3.2
Chung cư,66,,,,,2,2,,,Nam,,,09/22/2023,,,,"Số 4, Đào Trí",Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,2.55
Chung cư,71,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,3.38
Chung cư,50,,,,,2,2,,,,,,09/22/2023,,,,Nguyễn Văn Linh,Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.3
Chung cư,72.5,,,,,2,1,,,,,,09/22/2023,,,,"346, bến vân đồn",Phường 1,Quận 4,TP Hồ Chí Minh,4.19
Chung cư,79,,,,,2,2,,,,,,09/22/2023,,,,"196, Cao Lỗ",Phường 4,Quận 8,TP Hồ Chí Minh,2.73
Chung cư,90,,,,,3,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"36, Trịnh Đình Thảo",Phường Hòa Thạnh,Tân Phú,TP Hồ Chí Minh,1.39
Chung cư,75,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"33, Trương Công Định",Phường 14,Tân Bình,TP Hồ Chí Minh,1.705
Chung cư,70,,,,,2,2,,,,,,09/22/2023,,,,Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,TP Hồ Chí Minh,2.86
Chung cư,73,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,Tô Hiến Thành,Phường 14,Quận 10,TP Hồ Chí Minh,1.6
Chung cư,55,,,,,2,1,Đã có sổ,Có nội thất,,,,09/22/2023,,,,D6,Phường Bình Chiểu,TP Thủ Đức,TP Hồ Chí Minh,1.65
Chung cư,60,,,,,2,2,Đã có sổ,,,,,09/22/2023,,,,D6,Phường Bình Chiểu,TP Thủ Đức,TP Hồ Chí Minh,1.899
Chung cư,60,,,,,2,2,Đã có sổ,,,,,09/22/2023,,,,D6,Phường Bình Chiểu,TP Thủ Đức,TP Hồ Chí Minh,1.82
Chung cư,70,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,D6,Phường Bình Chiểu,TP Thủ Đức,TP Hồ Chí Minh,2.1
Chung cư,55,,,,,2,1,Đã có sổ,Có nội thất,,,,09/22/2023,,,,D6,Phường Bình Chiểu,TP Thủ Đức,TP Hồ Chí Minh,1.62
Chung cư,152,,,,,3,3,,,,,,09/22/2023,,,,"328, Đường Võ Văn Kiệt",Phường Cô Giang,Quận 1,TP Hồ Chí Minh,8
Chung cư,120,,,,,3,2,,,,,,09/22/2023,,,,Đường Kỳ Ðồng,Phường 9,Quận 3,TP Hồ Chí Minh,5.3
Chung cư,44,,,,,2,1,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"546, Phan Văn Tri",Phường 11,Bình Thạnh,TP Hồ Chí Minh,1.65
Chung cư,85,,,,,2,3,,,Nam,,,09/22/2023,,,,15B,Phường Phú Mỹ,Quận 7,TP Hồ Chí Minh,1.63
Chung cư,73,,,,,2,2,Đã có sổ,,,,,09/22/2023,,,,Lê Đức Thọ,Phường 15,Gò Vấp,TP Hồ Chí Minh,2.2
Chung cư,69,,,,,2,2,,,,,,09/22/2023,,,,"Số 4, Đào Trí",Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,2.4
Chung cư,53,,,,,1,1,,,,,,09/22/2023,,,,"Số 4, Đào Trí",Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,2.1
Chung cư,77,,,,,2,2,,,Tây,Nam,,09/22/2023,,,,Lê Hồng Phong,Phường 2,Quận 5,TP Hồ Chí Minh,
Chung cư,69.3,,,,,2,,,,,,,09/22/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,3.029197917
Chung cư,61,,,,,2,2,,,,,,09/22/2023,,,,Trường Chinh,Phường 15,Tân Bình,TP Hồ Chí Minh,0.88
Chung cư,130,,,,,3,2,Đã có sổ,,,,,09/22/2023,,,,Chu Văn An,Phường 12,Bình Thạnh,TP Hồ Chí Minh,5
Chung cư,64,,,,,2,2,,,,,,09/22/2023,,,,"119, Bình Long",Phường Bình Hưng Hoà A,Bình Tân,TP Hồ Chí Minh,1.75
Chung cư,54,,,,,1,1,,Có nội thất,,,,09/22/2023,,,,Trần Trọng Cung,Phường Tân Thuận Đông,Quận 7,TP Hồ Chí Minh,2.05
Chung cư,72,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"15B, Nguyễn Lương Bằng",Xã Phú Xuân,Nhà Bè,TP Hồ Chí Minh,1.86
Chung cư,85,,,,,3,2,,,Bắc,,,09/22/2023,,,,"528, Huỳnh Tấn Phát",Phường Bình Thuận,Quận 7,TP Hồ Chí Minh,3.1
Chung cư,42,,,,,2,1,,,,,,09/22/2023,,,,Hồng Lạc,Phường 10,Tân Bình,TP Hồ Chí Minh,1.55
Chung cư,67,,,,,2,2,Đã có sổ,,Tây Bắc,,,09/22/2023,,,,Quốc lộ 1A,Phường Tân Tạo,Bình Tân,TP Hồ Chí Minh,1.7
Chung cư,83,,,,,2,2,,,,,,09/22/2023,,,,9A,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,2.7
Chung cư,60,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"523A, Đường Đỗ Xuân Hợp",Phường Phước Long B,TP Thủ Đức,TP Hồ Chí Minh,2.3
Chung cư,69.32,,,,,2,2,,,Đông Nam,Tây Bắc,,09/22/2023,,,,"Số 8, Gò Dưa",Phường Hiệp Bình Phước,TP Thủ Đức,TP Hồ Chí Minh,2.3
Chung cư,140,,,,,3,3,,,Bắc,Tây,,09/22/2023,,,,"Số 383, Bình Trưng Tây",Phường Bình Trưng Tây,TP Thủ Đức,TP Hồ Chí Minh,3.9
Chung cư,150,,,,,3,3,,,Đông Bắc,Đông Bắc,,09/22/2023,,,,"854-856, Tạ Quang Bửu",Phường 5,Quận 8,TP Hồ Chí Minh,4.05
Chung cư,54,,,,,1,1,,,Đông,Đông,,09/22/2023,,,,"Số 4, Đào Trí",Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,2.15
Chung cư,92,,,,,3,2,,,,,,09/22/2023,,,,Võ Văn Kiệt,Phường 16,Quận 8,TP Hồ Chí Minh,2.35
Chung cư,76.5,,,,,2,2,,,,,,09/22/2023,,,,"3, Nguyễn Văn Công",Phường 3,Gò Vấp,TP Hồ Chí Minh,3.9
Chung cư,80,,,,,3,2,,,,,,09/22/2023,,,,30,Phường Linh Đông,TP Thủ Đức,TP Hồ Chí Minh,2.3
Chung cư,38,,,,,1,1,,,Tây Bắc,,,09/22/2023,,,,Xa Lộ Đại Hàn,Phường Tam Bình,TP Thủ Đức,TP Hồ Chí Minh,1.08
Chung cư,78,,,,,2,2,,,,,,09/22/2023,,,,30,Phường Linh Đông,TP Thủ Đức,TP Hồ Chí Minh,2
Chung cư,86,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,11,Phường 11,Quận 6,TP Hồ Chí Minh,3
Chung cư,110,,,,,3,2,,,,,,09/22/2023,,,,"Số 9, Nguyễn Khoái",Phường 1,Quận 4,TP Hồ Chí Minh,5.7
Chung cư,108,,,,,3,,,,,,,09/22/2023,,,,"Số 504, Nguyễn Tất Thành",Phường 18,Quận 4,TP Hồ Chí Minh,4.3
Chung cư,58,,,,,2,,,,,,,09/22/2023,,,,Phan Văn Hớn,Phường Tân Thới Nhất,Quận 12,TP Hồ Chí Minh,1.69
Chung cư,65,,,,,2,2,,,Đông,,,09/22/2023,,,,Phan Văn Hớn,Phường Tân Thới Nhất,Quận 12,TP Hồ Chí Minh,2.15
Chung cư,86,,,,,3,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,Vườn Lài,Phường Phú Thọ Hòa,Tân Phú,TP Hồ Chí Minh,2.35
Chung cư,95,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"151, Bến Vân Đồn",Phường 6,Quận 4,TP Hồ Chí Minh,1.78
Chung cư,53,,,,,2,2,,,,,,09/22/2023,,,,Số 1,Phường Trường Thọ,TP Thủ Đức,TP Hồ Chí Minh,2.1
Chung cư,87,,,,,3,2,,,Tây Bắc,,,09/22/2023,,,,Nguyễn Xiển,Phường Long Bình,TP Thủ Đức,TP Hồ Chí Minh,8.535070388
Chung cư,107,,,,,3,2,,,Đông Nam,,,09/22/2023,,,,Đường Trần Văn Trà,Phường Tân Phú,Quận 7,TP Hồ Chí Minh,13.742
Chung cư,65,,,,,2,,,,,,,09/22/2023,,,,Dương Thị Giang,Phường Tân Thới Nhất,Quận 12,TP Hồ Chí Minh,1.95
Chung cư,72,,,,,2,2,,,,,,09/22/2023,,,,Hiệp Bình Chánh,Phường Hiệp Bình Chánh,TP Thủ Đức,TP Hồ Chí Minh,3.45
Chung cư,50,,,,,1,,,,,,,09/22/2023,,,,Tôn Đức Thắng,Phường Bến Nghé,Quận 1,TP Hồ Chí Minh,4.8
Chung cư,53,,,,,1,1,Đang chờ sổ,Không nội thất,,,,09/22/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,2.3
Chung cư,58,,,,,2,2,,,,,,09/22/2023,,,,Tăng Nhơn Phú,Phường Phước Long B,TP Thủ Đức,TP Hồ Chí Minh,1.9
Chung cư,57,,,,,2,2,Đã có sổ,,,,,09/22/2023,,,,Phan Văn Hớn,Phường Tân Thới Nhất,Quận 12,TP Hồ Chí Minh,1.85
Chung cư,87,,,,,3,2,,,,,,09/22/2023,,,,Tăng Nhơn Phú,Phường Phước Long B,TP Thủ Đức,TP Hồ Chí Minh,2.58
Chung cư,62,,,,,2,1,,,,,,09/22/2023,,,,Đường Tạ Quang Bửu,Phường 6,Quận 8,TP Hồ Chí Minh,1.7
Chung cư,73,,,,,2,2,,,,,,09/22/2023,,,,"128, Hồng Hà",Phường 9,Phú Nhuận,TP Hồ Chí Minh,5
Chung cư,72,,,,,2,1,,,Tây Bắc,Đông Nam,,09/22/2023,,,,Đường Bờ Bao Tân Thắng,Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,2.45
Chung cư,59,,,,,2,2,,,Tây Nam,Đông Bắc,,09/22/2023,,,,Hồng Hà,Phường 2,Tân Bình,TP Hồ Chí Minh,1.8
Chung cư,67,,,,,2,2,,,,,,09/22/2023,,,,Trịnh Quang Nghị,Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,2.1
Chung cư,68,,,,,2,2,,,,,,09/22/2023,,,,Số 1,Phường Trường Thọ,TP Thủ Đức,TP Hồ Chí Minh,2.6
Chung cư,65,,,,,2,,,,,,,09/22/2023,,,,Ba Tơ,Phường 7,Quận 8,TP Hồ Chí Minh,1.15
Chung cư,78,,,,,2,2,Đang chờ sổ,Có nội thất,,,,09/22/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,3.25
Chung cư,86,,,,,2,2,Đã có sổ,,,,,09/22/2023,,,,"171A, Hoàng Hoa Thám",Phường 13,Tân Bình,TP Hồ Chí Minh,4.1
Chung cư,47,,,,,1,,,,Tây Nam,Đông Bắc,,09/22/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.7
Chung cư,93,,,,,3,2,,,,,,09/22/2023,,,,"171A, Hoàng Hoa Thám",Phường 13,Tân Bình,TP Hồ Chí Minh,4.9
Chung cư,83,,,,,2,2,,,,,,09/22/2023,,,,"208, Nguyễn Hữu Cảnh",Phường 22,Bình Thạnh,TP Hồ Chí Minh,6
Chung cư,148,,,,,3,2,,,Đông Nam,Tây Bắc,,09/22/2023,,,,"370, Nguyễn Văn Quỳ",Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,4.15
Chung cư,85,,,,,3,2,,,,,,09/22/2023,,,,"196, Cao Lỗ",Phường 4,Quận 8,TP Hồ Chí Minh,2.749
Chung cư,74,,,,,2,2,Đã có sổ,,,,,09/22/2023,,,,Tân Mỹ,Phường Tân Phú,Quận 7,TP Hồ Chí Minh,2.35
Chung cư,30.4,,,,,1,1,,,Đông Nam,,,09/22/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.3
Chung cư,32,,,,,1,,,,Tây,Đông,,09/22/2023,,,,"12-14, Nguyễn Thị Nghĩa",Phường Bến Thành,Quận 1,TP Hồ Chí Minh,2
Chung cư,40,,,,,1,1,,,,,,09/22/2023,,,,Hồng Lạc,Phường 10,Tân Bình,TP Hồ Chí Minh,1.5
Chung cư,75,,,,,1,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"128, Đường Hồng Hà",Phường 9,Phú Nhuận,TP Hồ Chí Minh,2.12
Chung cư,83,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"18, Phan Văn Trị",Phường 10,Gò Vấp,TP Hồ Chí Minh,1.69
Chung cư,79,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"50, Phan Văn Khỏe",Phường 2,Quận 6,TP Hồ Chí Minh,1.605
Chung cư,75,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,Phạm Hữu Lầu,Phường Phú Mỹ,Quận 7,TP Hồ Chí Minh,1.665
Chung cư,76,,,,,2,2,,,,,,09/22/2023,,,,"15B, Nguyễn Lương Bằng",Xã Phú Xuân,Nhà Bè,TP Hồ Chí Minh,1.87
Chung cư,68,,,,,2,2,,,,,,09/22/2023,,,,"30, 3",Phường Trường Thọ,TP Thủ Đức,TP Hồ Chí Minh,2.38
Chung cư,85,,,,,2,1,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"348, Bến Vân Đồn",Phường 1,Quận 4,TP Hồ Chí Minh,1.43
Chung cư,65,,,,,2,1,,,,,,09/22/2023,,,,"30, 3",Phường Trường Thọ,TP Thủ Đức,TP Hồ Chí Minh,2.3
Chung cư,80,,,,,2,2,,,Đông Nam,Tây Bắc,,09/22/2023,,,,Bát Nàn,Phường Thạnh Mỹ Lợi,TP Thủ Đức,TP Hồ Chí Minh,5.65
Chung cư,67,,,,,2,1,,,,,,09/22/2023,,,,"36, Trịnh Đình Thảo",Phường Hòa Thạnh,Tân Phú,TP Hồ Chí Minh,2.425
Chung cư,64,,,,,2,2,Đã có sổ,,,,,09/22/2023,,,,"312, Lạc Long Quân",Phường 5,Quận 11,TP Hồ Chí Minh,2.35
Chung cư,45,,,,,1,1,Đã có sổ,,,,,09/22/2023,,,,"75, Tô Hiệu",Phường Hiệp Tân,Tân Phú,TP Hồ Chí Minh,1.37
Chung cư,50,,,,,1,1,,,Nam,,,09/22/2023,,,,"1123, Quốc lộ 1",Phường Tân Tạo,Bình Tân,TP Hồ Chí Minh,1.38
Chung cư,92,,,,,3,2,Đang chờ sổ,,Đông Nam,Đông Nam,,09/22/2023,,,,"152, Điện Biên Phủ",Phường 25,Bình Thạnh,TP Hồ Chí Minh,5.3
Chung cư,50,,,,,1,1,,,,,,09/22/2023,,,,"Số 102, Bình Thọ",Phường Bình Thọ,TP Thủ Đức,TP Hồ Chí Minh,2.25
Chung cư,76,,,,,2,2,,,Tây Nam,Đông Bắc,,09/22/2023,,,,"15B, Nguyễn Lương Bằng",Xã Phú Xuân,Nhà Bè,TP Hồ Chí Minh,1.77
Chung cư,45,,,,,1,1,,,,,,09/22/2023,,,,"75, Tô Hiệu",Phường Hiệp Tân,Tân Phú,TP Hồ Chí Minh,1.37
Chung cư,68,,,,,2,2,,,,,,09/22/2023,,,,Số 1,Phường Trường Thọ,TP Thủ Đức,TP Hồ Chí Minh,2.68
Chung cư,69,,,,,2,2,,,,,,09/22/2023,,,,"Số 102, Bình Thọ",Phường Bình Thọ,TP Thủ Đức,TP Hồ Chí Minh,2.65
Chung cư,115,,,,,2,2,Đã có sổ,,,,,09/22/2023,,,,Tạ Quang Bửu,Phường 5,Quận 8,TP Hồ Chí Minh,3.55
Chung cư,52,,,,,2,2,Giấy tờ khác,Không nội thất,,,,09/22/2023,,,,An Dương Vương,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,2.25
Chung cư,56,,,,,1,1,Đang chờ sổ,,Bắc,Bắc,,09/22/2023,,,,"1177, Huỳnh Tấn Phát",Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,2
Chung cư,55,,,,,2,2,,,,,,09/22/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,1.8
Chung cư,87,,,,,3,2,,,,,,09/22/2023,,,,Tăng Nhơn Phú,Phường Phước Long B,TP Thủ Đức,TP Hồ Chí Minh,2.6
Chung cư,67,,,,,2,2,,Có nội thất,,,,09/22/2023,,,,Đường 15B,Phường Phú Mỹ,Quận 7,TP Hồ Chí Minh,1.95
Chung cư,72,,,,,2,2,,,,,,09/22/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,2.8
Chung cư,89,,,,,2,2,,,,,,09/22/2023,,,,"118, Tân Hương",Phường Tân Quý,Tân Phú,TP Hồ Chí Minh,1.95
Chung cư,48,,,,,1,1,Đã có sổ,Có nội thất,,,,09/22/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.92
Chung cư,73,,,,,2,2,,,,,,09/22/2023,,,,"Số 4, Đào Trí",Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,2.45
Chung cư,68,,,,,2,2,,,,,,09/22/2023,,,,"Số 4, Đào Trí",Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,1.85
Chung cư,92,,,,,2,2,,,Tây,Đông,,09/22/2023,,,,"Khu số 15A1, Nguyễn Hữu Thọ",Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,2.65
Chung cư,65,,,,,2,,,,,,,09/22/2023,,,,An Dương Vương,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,2.4
Chung cư,75,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"15B, Nguyễn Lương Bằng",Xã Phú Xuân,Nhà Bè,TP Hồ Chí Minh,1.85
Chung cư,60,,,,,2,2,,,Tây Bắc,Đông Nam,,09/22/2023,,,,Phan Huy ích,Phường 15,Tân Bình,TP Hồ Chí Minh,0.85
Chung cư,69,,,,,2,2,,,Tây Bắc,Đông Nam,,09/22/2023,,,,"Lô 13E, 7",Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.7
Chung cư,62,,,,,2,2,Đã có sổ,Không nội thất,,,,09/22/2023,,,,Trịnh Quang Nghị,Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.8
Chung cư,75,,,,,2,2,Đã có sổ,Có nội thất,,,,09/22/2023,,,,"15B, Nguyễn Lương Bằng",Xã Phú Xuân,Nhà Bè,TP Hồ Chí Minh,1.87
Chung cư,86,,,,,2,2,,,,,,09/22/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,5.9
Chung cư,70,,,,,2,2,,,,,,09/22/2023,,,,"290, An Dương Vương",Phường 4,Quận 5,TP Hồ Chí Minh,5.6
Chung cư,70,,,,,2,2,,,Tây Nam,Đông Bắc,,09/22/2023,,,,"Số 1, Tôn Thất Thuyết",Phường 18,Quận 4,TP Hồ Chí Minh,6
Chung cư,56,,,,,2,,,,,,,09/22/2023,,,,Võ Văn Kiệt,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,2.3
Chung cư,71,,,,,2,2,,,,,,09/22/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,3.33
Chung cư,42,,,,,2,,Đã có sổ,,,,,09/22/2023,,,,Hồng Lạc,Phường 10,Tân Bình,TP Hồ Chí Minh,1.59
Chung cư,68,,,,,2,2,,,,,,09/22/2023,,,,"30, 3",Phường Trường Thọ,TP Thủ Đức,TP Hồ Chí Minh,2.4
Chung cư,56,,,,,1,1,,,Bắc,Nam,,09/22/2023,,,,Phạm Văn Nghị,Phường Tân Phong,Quận 7,TP Hồ Chí Minh,2.35
Chung cư,63,,,,,2,1,,,,,,09/22/2023,,,,"Số 102, Bình Thọ",Phường Bình Thọ,TP Thủ Đức,TP Hồ Chí Minh,2.68
Chung cư,56,,,,,2,,,,,,,09/22/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,2.265
Chung cư,137,,,,,3,2,,,Đông Bắc,Đông Nam,,09/22/2023,,,,"Lô 5, An Phú",Phường An Phú,TP Thủ Đức,TP Hồ Chí Minh,6.3
Chung cư,38,,,,,1,1,,,,,,09/22/2023,,,,"Số 207, Nguyễn Xí",Phường 26,Bình Thạnh,TP Hồ Chí Minh,2.05
Chung cư,104,,,,,3,2,,,Tây,Nam,,09/22/2023,,,,Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,4.25
Chung cư,66,,,,,2,2,,,,,,09/22/2023,,,,"Số 207, Nguyễn Xí",Phường 26,Bình Thạnh,TP Hồ Chí Minh,3.45
Chung cư,75,,,,,2,2,,,,,,09/22/2023,,,,Võ Văn Kiệt,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,2.849
Chung cư,88,,,,,2,2,,,Tây Bắc,Đông Nam,,09/22/2023,,,,"Số 10, Mai Chí Thọ",Phường An Lợi Đông,TP Thủ Đức,TP Hồ Chí Minh,6.135
Chung cư,80,,,,,2,2,,,,,,09/22/2023,,,,Đường 54,Phường Bình Trưng Đông,TP Thủ Đức,TP Hồ Chí Minh,2.4
